Scribe: Realistic Handriting in Tensorflow
     by Sam Greydanus



TRAINING MODE...
Namespace(alphabet=' abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ', batch_size=32, bias=1.0, data_dir='./data', data_scale=50, decay=0.95, dropout=0.85, grad_clip=10.0, kmixtures=1, learning_rate=0.0001, log_dir='./logs/', lr_decay=1.0, momentum=0.9, nbatches=500, nepochs=250, nmixtures=8, optimizer='rmsprop', rnn_size=100, save_every=500, save_path='saved/model.ckpt', sleep_time=300, style=-1, text='', train=True, tsteps=150, tsteps_per_ascii=25)

loading data...
	loaded dataset:
		11315 train individual data points
		595 valid individual data points
		353 batches
building model...
	using alphabet abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
attempt to load saved model...
loaded model: saved/model.ckpt-53500
training...
learning rate: 9.99999974738e-05
53510/125000, loss = -2.169, regloss = -0.21841, valid_loss = -1.937, time = 0.275
65750/125000, loss = -2.204, regloss = -2.13240, valid_loss = -1.931, time = 0.266
65760/125000, loss = -2.055, regloss = -2.12933, valid_loss = -1.947, time = 0.392
65770/125000, loss = -2.114, regloss = -2.12752, valid_loss = -1.945, time = 0.267
65780/125000, loss = -2.101, regloss = -2.12580, valid_loss = -1.935, time = 0.266
65790/125000, loss = -2.081, regloss = -2.12784, valid_loss = -1.953, time = 0.393
65800/125000, loss = -2.163, regloss = -2.13111, valid_loss = -1.945, time = 0.267
65810/125000, loss = -2.047, regloss = -2.12759, valid_loss = -1.920, time = 0.394
65820/125000, loss = -2.264, regloss = -2.12444, valid_loss = -1.932, time = 0.266
65830/125000, loss = -1.933, regloss = -2.12101, valid_loss = -1.935, time = 0.267
65840/125000, loss = -2.254, regloss = -2.11703, valid_loss = -1.933, time = 0.389
65850/125000, loss = -2.156, regloss = -2.12130, valid_loss = -1.956, time = 0.266
65860/125000, loss = -2.041, regloss = -2.11795, valid_loss = -1.932, time = 0.405
65870/125000, loss = -2.108, regloss = -2.12018, valid_loss = -1.925, time = 0.280
65880/125000, loss = -1.995, regloss = -2.12282, valid_loss = -1.958, time = 0.266
65890/125000, loss = -2.178, regloss = -2.11916, valid_loss = -1.941, time = 0.395
65900/125000, loss = -2.139, regloss = -2.12242, valid_loss = -1.930, time = 0.268
65910/125000, loss = -2.107, regloss = -2.12322, valid_loss = -1.955, time = 0.267
65920/125000, loss = -1.993, regloss = -2.12245, valid_loss = -1.946, time = 0.267
65930/125000, loss = -2.024, regloss = -2.11857, valid_loss = -1.926, time = 0.277
65940/125000, loss = -2.190, regloss = -2.12046, valid_loss = -1.938, time = 0.464
65950/125000, loss = -2.183, regloss = -2.11682, valid_loss = -1.931, time = 0.392
65960/125000, loss = -2.084, regloss = -2.11925, valid_loss = -1.924, time = 0.267
65970/125000, loss = -1.999, regloss = -2.12343, valid_loss = -1.944, time = 0.272
65980/125000, loss = -2.197, regloss = -2.12547, valid_loss = -1.930, time = 0.396
65990/125000, loss = -2.103, regloss = -2.12755, valid_loss = -1.937, time = 0.267
learning rate: 9.99999974738e-05
SAVED MODEL
66000/125000, loss = -2.100, regloss = -2.13180, valid_loss = -1.930, time = 0.279
66010/125000, loss = -2.134, regloss = -2.12919, valid_loss = -1.913, time = 0.266
66020/125000, loss = -2.046, regloss = -2.12127, valid_loss = -1.942, time = 0.269
66030/125000, loss = -2.157, regloss = -2.12708, valid_loss = -1.956, time = 0.352
66040/125000, loss = -2.288, regloss = -2.12985, valid_loss = -1.951, time = 0.394
66050/125000, loss = -2.036, regloss = -2.12514, valid_loss = -1.945, time = 0.282
66060/125000, loss = -2.160, regloss = -2.12470, valid_loss = -1.943, time = 0.266
66070/125000, loss = -2.048, regloss = -2.12304, valid_loss = -1.951, time = 0.394
66080/125000, loss = -2.010, regloss = -2.12409, valid_loss = -1.942, time = 0.268
66090/125000, loss = -1.992, regloss = -2.11949, valid_loss = -1.931, time = 0.391
66100/125000, loss = -2.198, regloss = -2.12072, valid_loss = -1.957, time = 0.267
66110/125000, loss = -2.231, regloss = -2.12401, valid_loss = -1.930, time = 0.266
66120/125000, loss = -2.239, regloss = -2.12292, valid_loss = -1.947, time = 0.392
66130/125000, loss = -2.227, regloss = -2.12587, valid_loss = -1.926, time = 0.266
66140/125000, loss = -2.066, regloss = -2.12558, valid_loss = -1.917, time = 0.397
66150/125000, loss = -2.231, regloss = -2.12541, valid_loss = -1.933, time = 0.266
66160/125000, loss = -2.312, regloss = -2.12777, valid_loss = -1.947, time = 0.267
66170/125000, loss = -2.049, regloss = -2.12189, valid_loss = -1.925, time = 0.390
66180/125000, loss = -2.098, regloss = -2.12438, valid_loss = -1.935, time = 0.267
66190/125000, loss = -2.232, regloss = -2.13253, valid_loss = -1.944, time = 0.397
66200/125000, loss = -2.080, regloss = -2.12781, valid_loss = -1.926, time = 0.284
66210/125000, loss = -2.144, regloss = -2.12884, valid_loss = -1.939, time = 0.267
66220/125000, loss = -2.051, regloss = -2.12676, valid_loss = -1.941, time = 0.408
66230/125000, loss = -1.863, regloss = -2.12512, valid_loss = -1.934, time = 0.267
66240/125000, loss = -2.182, regloss = -2.12376, valid_loss = -1.942, time = 0.394
66250/125000, loss = -2.213, regloss = -2.12075, valid_loss = -1.933, time = 0.267
66260/125000, loss = -2.154, regloss = -2.11952, valid_loss = -1.917, time = 0.268
66270/125000, loss = -1.987, regloss = -2.12238, valid_loss = -1.957, time = 0.402
66280/125000, loss = -2.221, regloss = -2.12247, valid_loss = -1.922, time = 0.266
66290/125000, loss = -2.364, regloss = -2.12010, valid_loss = -1.919, time = 0.393
66300/125000, loss = -2.124, regloss = -2.12433, valid_loss = -1.933, time = 0.268
66310/125000, loss = -2.083, regloss = -2.12167, valid_loss = -1.934, time = 0.267
66320/125000, loss = -2.186, regloss = -2.12535, valid_loss = -1.923, time = 0.399
66330/125000, loss = -2.123, regloss = -2.12351, valid_loss = -1.952, time = 0.267
66340/125000, loss = -2.045, regloss = -2.12532, valid_loss = -1.948, time = 0.394
66350/125000, loss = -2.029, regloss = -2.12177, valid_loss = -1.929, time = 0.267
66360/125000, loss = -2.353, regloss = -2.12203, valid_loss = -1.965, time = 0.267
66370/125000, loss = -2.104, regloss = -2.12224, valid_loss = -1.951, time = 0.395
66380/125000, loss = -2.085, regloss = -2.11895, valid_loss = -1.925, time = 0.267
66390/125000, loss = -2.180, regloss = -2.11779, valid_loss = -1.933, time = 0.401
66400/125000, loss = -2.160, regloss = -2.12458, valid_loss = -1.948, time = 0.266
66410/125000, loss = -1.988, regloss = -2.12341, valid_loss = -1.928, time = 0.267
66420/125000, loss = -1.966, regloss = -2.12121, valid_loss = -1.941, time = 0.389
66430/125000, loss = -2.205, regloss = -2.11825, valid_loss = -1.937, time = 0.267
66440/125000, loss = -2.334, regloss = -2.11985, valid_loss = -1.935, time = 0.391
66450/125000, loss = -2.099, regloss = -2.12046, valid_loss = -1.946, time = 0.277
66460/125000, loss = -2.059, regloss = -2.12143, valid_loss = -1.947, time = 0.268
66470/125000, loss = -2.128, regloss = -2.12203, valid_loss = -1.918, time = 0.396
66480/125000, loss = -1.982, regloss = -2.12143, valid_loss = -1.951, time = 0.266
66490/125000, loss = -2.121, regloss = -2.12383, valid_loss = -1.931, time = 0.393
learning rate: 9.99999974738e-05
SAVED MODEL
66500/125000, loss = -2.287, regloss = -2.12630, valid_loss = -1.925, time = 0.402
66510/125000, loss = -2.187, regloss = -2.12675, valid_loss = -1.935, time = 0.267
66520/125000, loss = -2.180, regloss = -2.12699, valid_loss = -1.945, time = 0.396
66530/125000, loss = -2.179, regloss = -2.12837, valid_loss = -1.934, time = 0.293
66540/125000, loss = -2.292, regloss = -2.13297, valid_loss = -1.947, time = 0.268
66550/125000, loss = -2.152, regloss = -2.13551, valid_loss = -1.947, time = 0.410
66560/125000, loss = -2.063, regloss = -2.13551, valid_loss = -1.942, time = 0.266
66570/125000, loss = -2.226, regloss = -2.13529, valid_loss = -1.949, time = 0.268
66580/125000, loss = -2.238, regloss = -2.13420, valid_loss = -1.959, time = 0.267
66590/125000, loss = -1.986, regloss = -2.13283, valid_loss = -1.933, time = 0.266
66600/125000, loss = -2.166, regloss = -2.13393, valid_loss = -1.931, time = 0.396
66610/125000, loss = -2.108, regloss = -2.13182, valid_loss = -1.964, time = 0.398
66620/125000, loss = -1.951, regloss = -2.13161, valid_loss = -1.932, time = 0.266
66630/125000, loss = -2.119, regloss = -2.13313, valid_loss = -1.949, time = 0.267
66640/125000, loss = -2.075, regloss = -2.13462, valid_loss = -1.944, time = 0.394
66650/125000, loss = -2.170, regloss = -2.13339, valid_loss = -1.934, time = 0.267
66660/125000, loss = -2.046, regloss = -2.13079, valid_loss = -1.940, time = 0.394
66670/125000, loss = -1.958, regloss = -2.12360, valid_loss = -1.933, time = 0.268
66680/125000, loss = -2.149, regloss = -2.12526, valid_loss = -1.926, time = 0.272
66690/125000, loss = -2.258, regloss = -2.12896, valid_loss = -1.938, time = 0.393
66700/125000, loss = -2.306, regloss = -2.13154, valid_loss = -1.958, time = 0.267
66710/125000, loss = -1.979, regloss = -2.13130, valid_loss = -1.928, time = 0.393
66720/125000, loss = -2.089, regloss = -2.13216, valid_loss = -1.961, time = 0.268
66730/125000, loss = -2.224, regloss = -2.13485, valid_loss = -1.959, time = 0.267
66740/125000, loss = -2.155, regloss = -2.13728, valid_loss = -1.922, time = 0.396
66750/125000, loss = -2.067, regloss = -2.13584, valid_loss = -1.956, time = 0.269
66760/125000, loss = -2.211, regloss = -2.13525, valid_loss = -1.943, time = 0.393
66770/125000, loss = -2.150, regloss = -2.13926, valid_loss = -1.911, time = 0.280
66780/125000, loss = -2.045, regloss = -2.14019, valid_loss = -1.928, time = 0.267
66790/125000, loss = -2.272, regloss = -2.14253, valid_loss = -1.916, time = 0.394
66800/125000, loss = -2.240, regloss = -2.13901, valid_loss = -1.933, time = 0.266
66810/125000, loss = -1.955, regloss = -2.13809, valid_loss = -1.936, time = 0.391
66820/125000, loss = -2.129, regloss = -2.13472, valid_loss = -1.938, time = 0.267
66830/125000, loss = -2.204, regloss = -2.13119, valid_loss = -1.934, time = 0.268
66840/125000, loss = -2.185, regloss = -2.13565, valid_loss = -1.956, time = 0.394
66850/125000, loss = -2.184, regloss = -2.12709, valid_loss = -1.930, time = 0.267
66860/125000, loss = -2.020, regloss = -2.12271, valid_loss = -1.935, time = 0.392
66870/125000, loss = -2.123, regloss = -2.12697, valid_loss = -1.950, time = 0.266
66880/125000, loss = -2.140, regloss = -2.12634, valid_loss = -1.956, time = 0.266
66890/125000, loss = -2.309, regloss = -2.12626, valid_loss = -1.917, time = 0.393
66900/125000, loss = -2.175, regloss = -2.12584, valid_loss = -1.942, time = 0.267
66910/125000, loss = -2.094, regloss = -2.12298, valid_loss = -1.929, time = 0.403
66920/125000, loss = -1.963, regloss = -2.11827, valid_loss = -1.934, time = 0.278
66930/125000, loss = -2.129, regloss = -2.11835, valid_loss = -1.960, time = 0.272
66940/125000, loss = -2.063, regloss = -2.12030, valid_loss = -1.939, time = 0.397
66950/125000, loss = -2.215, regloss = -2.12295, valid_loss = -1.939, time = 0.268
66960/125000, loss = -2.129, regloss = -2.12289, valid_loss = -1.938, time = 0.406
66970/125000, loss = -2.241, regloss = -2.12655, valid_loss = -1.943, time = 0.267
66980/125000, loss = -2.192, regloss = -2.12357, valid_loss = -1.933, time = 0.266
66990/125000, loss = -2.103, regloss = -2.12697, valid_loss = -1.948, time = 0.402
learning rate: 9.99999974738e-05
SAVED MODEL
67000/125000, loss = -2.231, regloss = -2.13062, valid_loss = -1.937, time = 0.304
67010/125000, loss = -2.083, regloss = -2.13471, valid_loss = -1.930, time = 0.267
67020/125000, loss = -2.279, regloss = -2.13806, valid_loss = -1.962, time = 0.266
67030/125000, loss = -2.305, regloss = -2.14084, valid_loss = -1.935, time = 0.267
67040/125000, loss = -2.362, regloss = -2.13899, valid_loss = -1.916, time = 0.267
67050/125000, loss = -2.177, regloss = -2.14132, valid_loss = -1.936, time = 0.458
67060/125000, loss = -2.135, regloss = -2.13681, valid_loss = -1.930, time = 0.375
67070/125000, loss = -1.957, regloss = -2.12731, valid_loss = -1.928, time = 0.268
67080/125000, loss = -2.122, regloss = -2.13064, valid_loss = -1.963, time = 0.390
67090/125000, loss = -2.050, regloss = -2.13043, valid_loss = -1.939, time = 0.267
67100/125000, loss = -2.279, regloss = -2.13081, valid_loss = -1.921, time = 0.315
67110/125000, loss = -1.954, regloss = -2.12842, valid_loss = -1.942, time = 0.365
67120/125000, loss = -2.114, regloss = -2.12821, valid_loss = -1.947, time = 0.267
67130/125000, loss = -2.216, regloss = -2.13039, valid_loss = -1.914, time = 0.397
67140/125000, loss = -2.042, regloss = -2.12941, valid_loss = -1.946, time = 0.268
67150/125000, loss = -2.111, regloss = -2.12970, valid_loss = -1.937, time = 0.267
67160/125000, loss = -2.262, regloss = -2.12764, valid_loss = -1.917, time = 0.393
67170/125000, loss = -2.180, regloss = -2.12752, valid_loss = -1.954, time = 0.267
67180/125000, loss = -2.242, regloss = -2.12691, valid_loss = -1.949, time = 0.391
67190/125000, loss = -2.285, regloss = -2.12858, valid_loss = -1.934, time = 0.267
67200/125000, loss = -2.027, regloss = -2.12519, valid_loss = -1.957, time = 0.276
67210/125000, loss = -2.221, regloss = -2.12313, valid_loss = -1.941, time = 0.395
67220/125000, loss = -2.135, regloss = -2.12351, valid_loss = -1.927, time = 0.266
67230/125000, loss = -2.061, regloss = -2.12519, valid_loss = -1.938, time = 0.392
67240/125000, loss = -2.138, regloss = -2.12095, valid_loss = -1.942, time = 0.267
67250/125000, loss = -2.208, regloss = -2.11994, valid_loss = -1.929, time = 0.266
67260/125000, loss = -2.081, regloss = -2.12017, valid_loss = -1.937, time = 0.394
67270/125000, loss = -2.101, regloss = -2.11722, valid_loss = -1.956, time = 0.277
67280/125000, loss = -2.298, regloss = -2.11890, valid_loss = -1.930, time = 0.399
67290/125000, loss = -2.064, regloss = -2.11708, valid_loss = -1.936, time = 0.268
67300/125000, loss = -2.097, regloss = -2.11746, valid_loss = -1.928, time = 0.276
67310/125000, loss = -2.481, regloss = -2.12382, valid_loss = -1.937, time = 0.393
67320/125000, loss = -1.984, regloss = -2.12258, valid_loss = -1.954, time = 0.277
67330/125000, loss = -2.113, regloss = -2.12344, valid_loss = -1.932, time = 0.392
67340/125000, loss = -2.091, regloss = -2.11736, valid_loss = -1.939, time = 0.267
67350/125000, loss = -2.148, regloss = -2.11999, valid_loss = -1.947, time = 0.270
67360/125000, loss = -1.943, regloss = -2.12269, valid_loss = -1.954, time = 0.392
67370/125000, loss = -2.181, regloss = -2.12698, valid_loss = -1.930, time = 0.276
67380/125000, loss = -2.271, regloss = -2.12849, valid_loss = -1.953, time = 0.397
67390/125000, loss = -2.091, regloss = -2.12868, valid_loss = -1.935, time = 0.276
67400/125000, loss = -2.024, regloss = -2.12804, valid_loss = -1.942, time = 0.266
67410/125000, loss = -2.263, regloss = -2.12612, valid_loss = -1.921, time = 0.392
67420/125000, loss = -2.190, regloss = -2.12649, valid_loss = -1.938, time = 0.267
67430/125000, loss = -2.278, regloss = -2.13198, valid_loss = -1.927, time = 0.397
67440/125000, loss = -2.180, regloss = -2.13534, valid_loss = -1.951, time = 0.266
67450/125000, loss = -2.038, regloss = -2.13252, valid_loss = -1.956, time = 0.278
67460/125000, loss = -2.125, regloss = -2.13051, valid_loss = -1.917, time = 0.392
67470/125000, loss = -2.095, regloss = -2.13069, valid_loss = -1.942, time = 0.267
67480/125000, loss = -2.149, regloss = -2.12978, valid_loss = -1.939, time = 0.394
67490/125000, loss = -2.138, regloss = -2.12975, valid_loss = -1.911, time = 0.267
learning rate: 9.99999974738e-05
SAVED MODEL
67500/125000, loss = -2.313, regloss = -2.13389, valid_loss = -1.935, time = 0.288
67510/125000, loss = -2.145, regloss = -2.13086, valid_loss = -1.950, time = 0.402
67520/125000, loss = -1.993, regloss = -2.13419, valid_loss = -1.936, time = 0.266
67530/125000, loss = -2.107, regloss = -2.13244, valid_loss = -1.931, time = 0.267
67540/125000, loss = -2.161, regloss = -2.12948, valid_loss = -1.932, time = 0.392
67550/125000, loss = -2.121, regloss = -2.12475, valid_loss = -1.924, time = 0.267
67560/125000, loss = -1.942, regloss = -2.12149, valid_loss = -1.946, time = 0.393
67570/125000, loss = -2.013, regloss = -2.12171, valid_loss = -1.936, time = 0.267
67580/125000, loss = -2.055, regloss = -2.12003, valid_loss = -1.912, time = 0.267
67590/125000, loss = -2.026, regloss = -2.11339, valid_loss = -1.930, time = 0.392
67600/125000, loss = -2.210, regloss = -2.11633, valid_loss = -1.920, time = 0.276
67610/125000, loss = -2.058, regloss = -2.11497, valid_loss = -1.920, time = 0.394
67620/125000, loss = -2.101, regloss = -2.11831, valid_loss = -1.952, time = 0.267
67630/125000, loss = -2.245, regloss = -2.12017, valid_loss = -1.939, time = 0.267
67640/125000, loss = -2.257, regloss = -2.12119, valid_loss = -1.939, time = 0.395
67650/125000, loss = -2.051, regloss = -2.12864, valid_loss = -1.955, time = 0.267
67660/125000, loss = -2.148, regloss = -2.13093, valid_loss = -1.953, time = 0.392
67670/125000, loss = -2.209, regloss = -2.12811, valid_loss = -1.912, time = 0.278
67680/125000, loss = -2.314, regloss = -2.12588, valid_loss = -1.942, time = 0.268
67690/125000, loss = -2.250, regloss = -2.12583, valid_loss = -1.939, time = 0.391
67700/125000, loss = -2.104, regloss = -2.12543, valid_loss = -1.923, time = 0.269
67710/125000, loss = -2.206, regloss = -2.13275, valid_loss = -1.936, time = 0.266
67720/125000, loss = -2.012, regloss = -2.12691, valid_loss = -1.945, time = 0.266
67730/125000, loss = -2.054, regloss = -2.12682, valid_loss = -1.940, time = 0.266
67740/125000, loss = -2.134, regloss = -2.12916, valid_loss = -1.952, time = 0.472
67750/125000, loss = -2.139, regloss = -2.13255, valid_loss = -1.953, time = 0.396
67760/125000, loss = -2.163, regloss = -2.13509, valid_loss = -1.928, time = 0.267
67770/125000, loss = -2.085, regloss = -2.13657, valid_loss = -1.939, time = 0.304
67780/125000, loss = -2.051, regloss = -2.13886, valid_loss = -1.951, time = 0.367
67790/125000, loss = -2.112, regloss = -2.13623, valid_loss = -1.924, time = 0.266
67800/125000, loss = -2.292, regloss = -2.13649, valid_loss = -1.959, time = 0.391
67810/125000, loss = -2.216, regloss = -2.13780, valid_loss = -1.931, time = 0.268
67820/125000, loss = -2.071, regloss = -2.13882, valid_loss = -1.906, time = 0.299
67830/125000, loss = -2.084, regloss = -2.13793, valid_loss = -1.941, time = 0.378
67840/125000, loss = -2.223, regloss = -2.13906, valid_loss = -1.950, time = 0.267
67850/125000, loss = -2.161, regloss = -2.13321, valid_loss = -1.924, time = 0.391
67860/125000, loss = -2.123, regloss = -2.13242, valid_loss = -1.946, time = 0.267
67870/125000, loss = -1.926, regloss = -2.13254, valid_loss = -1.959, time = 0.267
67880/125000, loss = -2.158, regloss = -2.13633, valid_loss = -1.928, time = 0.392
67890/125000, loss = -2.167, regloss = -2.13423, valid_loss = -1.937, time = 0.275
67900/125000, loss = -2.179, regloss = -2.13564, valid_loss = -1.928, time = 0.395
67910/125000, loss = -2.162, regloss = -2.13169, valid_loss = -1.918, time = 0.266
67920/125000, loss = -2.154, regloss = -2.13219, valid_loss = -1.941, time = 0.266
67930/125000, loss = -2.204, regloss = -2.13131, valid_loss = -1.945, time = 0.393
